,ID,title,subject,catalog,career,classUnit,prerequisites,crosslisted,description
2047,11370,Stop?Motion Animation,FMAN,352,UGRD,3.0,   Never Taken/Not Registered: FMAN498H; Course Prerequisite: FMAN202,,"An intensive hands-on seminar/workshop in the art and craft of animation. This course is designed to acquaint the student with photographic techniques, model, puppet, and set construction, materials, motion control, and lighting, as it applies to animation filmmaking. Recent developments and a study of international styles and techniques are included.
Prerequisite: FMAN 202; or written permission of the School of Cinema.
NOTE: Students who have received credit for this topic under a FMAN 498 number may not take this course for credit.



"
2048,11371,Principles of 3D Digital Film Animation,FMAN,353,UGRD,3.0,Prerequisite for FMAN 353,,"
Prerequisite: FMAN 202 previously or concurrently; or written permission of the School of Cinema. An introduction to the principles and practices of the 3D digital approach to frame-by-frame filmmaking.
NOTE: Students who have received credit for FMAN 354 may not take this course for credit.



"
2049,11372,3D Digital Animated Filmmaking,FMAN,354,UGRD,6.0,"   Course Prerequisite: FMAN202, FMAN224, FMAN254; Never Taken/Not Registered: FMAN353",,"An intensive technical course in the art and creation of 3D computer graphics. Students learn to use 3D software and related applications for modelling, rigging, lighting, and texture. Students are encouraged to explore the aesthetic combinations of digital 3D, 2D, and other animation techniques in exercises and projects.
Prerequisite: Enrolment in the Major in Film Animation or the Minor in Film Animation, and FMAN 202, 224, 254; or written permission of the School of Cinema.
NOTE: Students who have received credit for FMAN 353 may not take this course for credit.



"
2050,11384,ADVANCED ANIMATION FILMMAKING,FMAN,402,UGRD,9.0,"Prerequisite: Enrolment in the Major in Film Animation; FMAN 308; FMAN 315, 340 previously or concurrently",,"Prerequisite: Enrolment in the Major in Film Animation; FMAN 308; FMAN 315, 340
previously or concurrently. This course is a continuation on a more advanced level of
FMAN 308. Students produce a major animation film project using the medium of their
choice.
NOTE: Students are required to bear the cost of all necessary equipment, software and
production materials for the course as described in the syllabus."
2051,11388,DIGITAL POST-PRODUCTION FOR ANIMATION,FMAN,436,UGRD,3.0,Prerequisite FMAN 436,,"This course is both technical and aesthetically oriented, designed to develop an understanding of montage in terms of pacing, rhythm, transitions, and continuity. Working on a series of exercises, students are introduced to the digital postproduction process in film and animation. Topics include such elements as video signals, digital video formats, colour correction, codecs, and compression.
Prerequisite: FMAN 204, 256; or written permission of the School of Cinema. 
NOTE: Students who have received credit for FMAN 336 may not take this course for credit.
NOTE: Students are required to bear the cost of all necessary equipment, software and production materials for the course as described in the syllabus."
2052,11391,PROFESSIONAL INTERNSHIP I,FMAN,446,UGRD,3.0,Prerequisite FMAN 446,,"A Film Animation student who will be employed within the film industry during the same calendar year may seek permission to apply three credits towards the Film Animation degree program. A written proposal describing the project must be submitted prior to the work taking place in order to determine the appropriateness of the level and scope of the project.
The School of Cinema must be satisfied that the work will be done under the joint supervision of a qualified professional and a full-time Cinema faculty member.
Prerequisite: FMAN 203, 225, 256; written permission of the School of Cinema."
2053,11392,Independent Study I,FMAN,448,UGRD,3.0,,,"This course offers a limited number of students the opportunity to pursue advanced research under the supervision of a full-time Cinema faculty member. A written agreement between the student and the supervisor shall clearly state the nature of the student?s research, the scope of the project, and the work schedule. The study workload should be equivalent to a three-credit course in the program. Independent study may not duplicate curriculum offerings.
Prerequisite: 24 credits completed in Film Animation; written permission of the School of Cinema. A minimum cumulative GPA of 3.5 is required."
2054,11409,Filmmaking I,FMPR,231,UGRD,6.0,,,"A comprehensive course introducing students to the art of making motion pictures. This course stresses the individual student?s creative efforts and expression through filmmaking. Students are expected to master basic technique and theory. Students use digital resources for
acquisition and post-production. The course may require mandatory workshops outside of class time.
Prerequisite: Enrolment in the Major in Film Production; or enrolment in the Specialization in Film Studies and written permission of the School of Cinema. 
NOTE: Students are required to bear the production costs of all aspects of their course projects and supply their own means of storing media for editing and back-up."
2055,11412,Filmmaking II,FMPR,332,UGRD,6.0,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203 or FMST 211; FMST 220 or 212; and the following courses to be taken concurrently: FMPR 338, 340.",,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220; and the following courses to be taken concurrently: FMPR 338, 340. An intermediate course that explores the theory, technique and practice of filmmaking. The course emphasizes idea development, creative process, production planning, methods of production and post-production. Diverse course sections include approaches to fiction and non-fiction. Students use digital resources for acquisition and post-production. 

NOTE: Students are required to bear the production costs of all aspects of their course projects and supply their own means of storing media for editing and back-up."
2056,11414,Acting and Directing Acting for the Screen I,FMPR,335,UGRD,3.0,You must complete 1 of the following rules   Course Corequisite: FMPR332 You must complete 6 of the following rules   Must complete min number of credits: 6 in the subject.,,"This studio course for Cinema and Theatre students explores directing and performing for film; exercises arerecorded on video for analysis. Both performers and directors examine acting and directing acting for the camera through such topics as role preparation, character development, and performance continuity.
Prerequisite: Written permission of the School of Cinema; FMPR 332 previously or concurrently, or six credits in Theatre Performance.




"
2057,11415,Introduction to Film Producing,FMPR,336,UGRD,3.0,Prerequisite FMPR 336,,"A comprehensive course introducing students to the creative and administrative challenges of producing.
This includes strategies for fundraising, pre-production, budgeting and scheduling techniques, legal, financial and insurance concerns, post-production, distribution, and exhibition. A broad range of genres and platforms are covered.
Prerequisite: FMPR 231 or written permission of the School of Cinema."
2058,11417,Image I,FMPR,338,UGRD,3.0,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203 or FMST211, 212; FMST 220; and the following courses to be taken concurrently: FMPR 332, 340",,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220; and the following courses to be taken concurrently: FMPR 332, 340. A comprehensive course on the equipment and technology available to the contemporary filmmaker with a focus on the tools used by students in FMPR 332 Filmmaking II. Present-day technology is explored through the foundations of traditional camera and photographic theory toward an in-depth understanding of digital cinema. Extensive hands-on studio practice provides training in basic camera technique, lighting, and gripping. The course may require mandatory workshops outside of class time."
2059,11418,Montage I,FMPR,339,UGRD,3.0,,,"An introduction to methods, approaches and techniques of editing used by editors working in various genres of film ? drama, documentary, experimental. Editing image, sound and preparation and supervision or re-recording are included.Analog and digital post-production platforms will be included. Attendance is required at mandatory laboratory sessions outside of class time.
Prerequisite: Enrolment in the Major in Film Production; FMPR 231; FMST 211, 212; FMPR 332, 338 and 340 previously or concurrently.




"
2060,11419,Sound I,FMPR,340,UGRD,3.0,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220; and FMPR 332 to be taken concurrently",,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220; and FMPR 332 to be taken concurrently. An introductory course in the technical aspects of designing sound for cinema in support of projects undertaken in FMPR 332. The course focuses on location recording, studio recording, and multi-track editing for layered sound design. The course may require mandatory workshops outside of class time."
2061,11420,Writing for Film I,FMPR,341,UGRD,3.0,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203 or FMST 211; FMST 220 or FMST 212",,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220. An introduction to writing for film. Students explore the written word as a means to convey and clarify visual ideas and cinematic stories. Synopses, treatments and scenarios for various genres are explored. Students are required to submit their own writing for discussion and analysis."
2062,11425,Ways of Seeing in Film Production,FMPR,350,UGRD,3.0,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203 or FMST 211; FMST 220 or FMST 212",,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220. A forum of ideas intended to increase the student?s awareness of cinema as a visual medium. Aspects of visual culture are presented and discussed: work by painters, photographers, sculptors, architects, and artists working with digital media. A relationship is made between the work of such artists and the work of the filmmaker. Students work on individual visual projects. NOTE: Students who have received credit for this topic under a FMPR 498 number may not take this course for credit."
2063,11426,APPROACHES TO NON-FICTION - SELECTED TOPICS,FMPR,361,UGRD,3.0,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203 or FMST 211; FMST 220 or FMST 212",,"Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220. This course explores aesthetic, conceptual and methodological issues surrounding non-fiction film production. Topics include research methods, non-scripted approaches, ethics of presentation, archival or ethnographic practices in light of current platforms and technologies. NOTE: Students who have received credit for this topic under a FMPR 498 number may not take this course for credit."
2064,11429,FILMMAKING III,FMPR,432,UGRD,6.0,"   Course Prerequisite: FMPR332, FMPR338, FMPR340",,"An advanced course building on practices established in FMPR 332 Filmmaking II. Diverse course sections include approaches to fiction and non-fiction. Students use digital resources for acquisition of moving images and post-production. 
Prerequisite: FMPR 332, 338, 340; written permission of the School of Cinema; 30 or fewer credits remaining in the degree. 
NOTE: Students are required to bear the production costs of all aspects of their course projects and supply their own means of storing media for editing and back-up.
NOTE: Students who have received credit for FMPR 431 may not take this course for credit."
2065,11430,Acting and Directing Acting for the Screen II,FMPR,435,UGRD,3.0,   Course Prerequisite: FMPR335,,"A continuation of FMPR 335 on a more advanced level.
Prerequisite: FMPR 335 and written permission of the School of Cinema.




"
2066,11431,IMAGE II,FMPR,438,UGRD,3.0,"   Course Prerequisite: FMPR332, FMPR338, FMPR340; Course Corequisite: FMPR339",,"This course builds on the technical knowledge acquired in FMPR 338 Image I and focuses on the art and technology of image creation for cinema in support of projects in FMPR 432 Filmmaking III. Students explore advanced topics in lighting and camera technology.
Prerequisite: Enrolment in the Specialization in Film Production or the Major in Film Production; FMPR 332, 338, 340; written permission of the School of Cinema."
2067,11432,MONTAGE II,FMPR,439,UGRD,3.0,Prerequisite FMPR 439,,"An exploration of advanced methods, approaches and techniques used by editors working in various genres of film including drama, documentary and expanded cinema.
Prerequisite: FMPR 239; 48 credits completed."
2068,11433,Sound II,FMPR,440,UGRD,3.0,"   Course Prerequisite: FMPR338, FMPR340",,"The central focus of the course is creative sound design. Emphasis is on the interaction between sound and image in film and includes both individual and collective sound projects.
Prerequisite: Enrolment in the Specialization in Film Production or the Major in Film Production; FMPR 338, 340."
2069,11434,Writing for Film II,FMPR,441,UGRD,3.0,   Course Prerequisite: FMPR341,,"An advanced exploration of topics covered in FMPR 341. Additional topics include adaptations of existing work for the screen and developing longer film projects. Three-act structures as well as new narrative formats and documentary approaches are explored. Students are required to submit their own writing for discussion and analysis.
Prerequisite: FMPR 341."
2070,11436,Professional Internship,FMPR,445,UGRD,6.0,You must have completed a minimum amount of 24 credits.,,"A Film Production student who will be employed within the film industry during the same calendar year may seek permission to apply six credits towards the Film Production degree program. A written proposal describing the project must be submitted prior to the work taking place in order to determine the appropriateness of the level and scope of the project. The School of Cinema must be satisfied that the work will be done under the joint supervision of a qualified professional and a full-time Cinema faculty member.
Prerequisite: Written permission of the School of Cinema.




"
2071,11437,Professional Internship I,FMPR,446,UGRD,3.0,,,"A Film Production student who will be employed within the film industry during the same calendar year may seek permission to apply three credits towards the Film Production degree program. A written proposal describing the project must be submitted prior to the work taking place in order to determine the appropriateness of the level and scope of the project. The School of Cinema must be satisfied that the work will be done under the joint supervision of a qualified professional and a full-time Cinema faculty member.
Prerequisite: Written permission of the School of Cinema.




"
2072,11438,Independent Study I,FMPR,448,UGRD,3.0,,,"This course offers a limited number of students the opportunity to pursue advanced research under the supervision of a full-time Cinema faculty member. A written agreement between the student and the supervisor shall clearly state the nature of the student?s research, the scope of the project, and the work schedule. The study workload should be equivalent to a three-credit course in the program. Independent study may not duplicate curriculum offerings.
Prerequisite: 24 credits completed in Film Production; written permission of the Department. A minimum cumulative GPA of 3.5 is required.




"
2073,11440,Advanced Project Internship I,FMPR,451,UGRD,3.0,   Course Corequisite: FMPR332,,"A Film Production student who contributes in a key position to a graduate project in the Film Production MFA program may apply for credits on the understanding that the application take place prior to theproduction and is authorized by the faculty members responsible for both programs.
Prerequisite: Enrolment in the Specialization in Film Production or the Major in Film Production; FMPR 332 previously or concurrently; written permission of the School of Cinema.




"
2074,11441,Advanced Project Internship II,FMPR,452,UGRD,3.0,   Course Prerequisite: FMPR451,,"
Prerequisite: FMPR 451 and written permission of the School of Cinema. A student repeating FMPR 451 for credit registers under FMPR 452.




"
2075,11442,INDEPENDENT STUDY,FMPR,458,UGRD,6.0,,,
2076,11460,FILM PRODUCTION I,FMPR,610,GRAD,6.0,,,Please see GRAD Calendar
2077,11462,FILM PRODUCTION II,FMPR,611,GRAD,6.0,,,Please see GRAD Calendar
2078,11464,FILM PRODUCTION III,FMPR,612,GRAD,6.0,,,Please see GRAD Calendar
2079,11465,FILM PRODUCTION IV,FMPR,613,GRAD,6.0,,,Please see GRAD Calendar
2080,11488,Introduction to Film Studies,FMST,200,UGRD,6.0,,,"A survey course acquainting the student with the art of the film and the basic methods of analysis. The technical and critical terminology of film studies is discussed. Popular literature on film, such as reviews, is analyzed and the more specialized film literature is introduced. Directors whose films are usually viewed include Bergman, Eisenstein, Fellini, Ford, Hitchcock, Kurosawa, Lubitsch, Keaton, and Welles. NOTE A/See ?200.3

NOTE: Students enrolled in the Major or Specialization in Film Studies may not apply credits for this course towards 90-credit or 108-credit degree requirements. This course cannot be applied as a Film Studies elective.
NOTE: Only students admitted to a 120-credit program may take FMST 200. This course cannot be counted for credit in the Film Studies major or specialization programs.


"
2081,11492,Canadian Film,FMST,214,UGRD,3.0,,,"A survey of Canadian film from the earliest surviving works to the present. Topics include fiction, documentary, animation, and experimental film, as well as the role of the National Film Board. The course includes discussions of national and transnational cinema within the Canadian context. Weekly Screenings."
2082,11493,Le cin?ma qu?b?cois,FMST,215,UGRD,3.0,,,"Tour d?horizon du cin?ma qu?b?cois mettant l?accent sur des oeuvres contemporaines. Les films sont examin?s en fonction de leur valeur culturelle et politique. On y traite ?galement de la structure de l?industrie du cin?ma au Qu?bec et du r?le jou?, entre autres, par l?Office national du film. Visionnements hebdomadaires.


NOTE: Ce cours peut, ? l?occasion, ?tre offert en anglais. / Course may occasionally be taught in English.


"
2083,11494,METHODS IN FILM STUDIES,FMST,216,UGRD,3.0,,,"This writing intensive course focuses on developing discipline-specific skills for the study of cinema and the moving image. It supplements the formal and aesthetic approaches to film analysis with broader questions about seeing, interpreting and understanding cinema. By completing a broad range of assignments designed to test various academic approaches to film analysis, students become acquainted with different methodologies that are currently in use within the discipline.
Prerequisite: Enrolment in the Major, Minor or Specialization in Film Studies. 
NOTE: Students in the Major in Film Studies program should complete this course as part of their first 30 credits."
2084,11495,First Peoples Cinema,FMST,217,UGRD,3.0,   Never Taken/Not Registered: FMST398H,,"An examination of representation by and of indigenous peoples in film and video. The emphasis is on Turtle Island and other parts of the Americas, but important works from other continents may be included. Films and videos, both mainstream and experimental, are discussed in the context of post-colonial theory, socio-cultural history, and contemporary aesthetic issues. Weekly screenings."
2085,11496,Montage Aesthetic,FMST,311,UGRD,3.0,   Course Prerequisite: FMST212,,"An intensive study of montage as an element of film style. Beginning with the work of D.W. Griffith, developments in film editing are followed through French Avant-Garde and Russian films of the 1920s to contemporary film.Weekly screenings.
Prerequisite: FMST 212.




"
2086,11497,MOVING CAMERA AESTHETIC,FMST,312,UGRD,3.0,   Course Prerequisite: FMST212,,"An intensive study of camera movement as an element of film style. Consideration is given to relations between long takes, deep-focus cinematography, and camera movement, as well as to the role of camera movement in creating the signification of film. Films by Murnau, Renoir, Welles, Ophuls, and Snow are included among those viewed and discussed. Weekly screenings.
Prerequisite: FMST 212."
2087,11498,Film Comedy I,FMST,313,UGRD,3.0,for students with second-year standing (at least 24 credits completed),,"An introduction to film comedy in the silent and sound eras. The visual and verbal sources of comedy are analyzed through the study of films ranging from Mack Sennett and Buster Keaton to Woody Allen and Jacques Tati. Weekly screenings.
Prerequisite: Second-year standing.
66 or fewer credits remaining in degree program.



"
2088,11500,INTRODUCTION TO FILM THEORY,FMST,315,UGRD,3.0,"Prerequisite: Two of FMST 201, 202 or 203 or FMST 211; FMST 204 or FMST 216 and FMST 220 or FMST 212; or permission of the School of Cinema",,"Prerequisite: Two of FMST 201, 202 or 203; FMST 204, 220; or permission of the School
of Cinema. This course familiarizes students with some of the major developments in film
theory and further develops their critical skills in approaching complex theoretical texts and
concepts. Students examine a variety of theoretical writings concerned with aesthetic,
social and psychological aspects of the cinema, including questions of spectatorship,
ideology, gender, technology, and authorship."
2089,11504,FILM & MOVING IMAGE CULTURES,FMST,316,UGRD,3.0,"Prerequisite: Two of FMST 201, 202 or 203 or FMST 211; FMST 204 or FMST 216 and FMST 220 or FMST 212; or permission of the School of Cinema",,"Prerequisite: Two of FMST 201, 202 or 203; FMST 204, 220; or permission of the School
of Cinema. This course studies extra-textual elements of cinema, such as production
histories, stardom, film education, and, more generally, issues in the dissemination of film
cultures around the world including screens, apparatuses, cinephilia, fandom and festivals."
2090,11505,Experimental Film,FMST,318,UGRD,3.0,You must have completed a minimum amount of 24 credits.,,"An examination of experimental film emphasizing developments from the late 1940s to the present. The New American Cinema is considered in relation to other North American and European experimental cinemas, and examples of the historical antecedents of recent experimental films are viewed and discussed. Weekly screenings.
Prerequisite: Second-year standing.
66 or fewer credits remaining in degree program.



"
2091,11506,DIGITAL MEDIA AND ANIMATION,FMST,320,UGRD,3.0,"Prerequisite: Two of FMST 201, 202 or 203 or FMST 211; FMST 204 or FMST 216 and FMST 220 or FMST 212; or permission of the School of Cinema",,"Prerequisite: Two of FMST 201, 202 or 203; FMST 204, 220; or permission of the School
of Cinema. This course introduces students to the proliferating forms of contemporary
animation, and to the critical debates around digital media in which animation plays a
central role. The course examines new forms of animation, including anime, webbased
animation and animated documentary along with big-budget special-effects films.
Students are introduced to recent developments within film studies, animation studies,
new media theory, game studies, gender studies, software studies, and theories
of consumer culture.
NOTE: Students who have received credit for this topic under a FMST 398 number may
not take this course for credit."
2092,11509,History of Animated Film,FMST,323,UGRD,3.0,,,"A survey of animated film from the first decade of the 20th century to the present. Styles of animation ranging from abstract experimental film of the 1920s, to the Disney Studio, to computer animation are viewed and discussed. The contribution of the National Film Board of Canada and particularly that of Norman McLaren is considered. Weekly screenings.
Prerequisite: Enrolment in the Major in Film Animation or the Minor in Film Animation, or second-year standing.

66 or fewer credits remaining in degree program.


"
2093,11511,Studies in Film Acting and Performance,FMST,325,UGRD,3.0,"Prerequisite: Two of FMST 201, 202 or 203 or FMST 211; FMST 220 or FMST 212; or permission of the School of Cinema.",,"Prerequisite: Two of FMST 201, 202 or 203; FMST 220; or permission of the School of
Cinema. This course offers an introduction to the critical study and analysis of film acting
and performance. It includes a survey of acting styles and practices. Performance styles
are studied in relation to authorship, the film industry, stardom, scriptwriting, film
technique, film genre, documentary and the other performing arts. The course helps
students learn the multidimensional subject of acting for the screen."
2094,11513,Non-fiction Film Since 1956,FMST,328,UGRD,3.0,You must have completed a minimum amount of 24 credits.,,"A cross-cultural survey of contemporary developments in the documentary film. The course begins with the precursors of cin?ma-direct in North America and Europe during the 1950s, and extends through the most recent applications of cin?ma-direct in the emerging cinemas of the Third World. Emphasis is placed on both the artistic achievement and the theoretical, cultural, and political context of the non-fiction film during this period of technological and aesthetic transition. Weekly screenings.
Prerequisite: Second-year standing.*
*66 or fewer credits remaining in degree program."
2095,11514,Women and Film,FMST,329,UGRD,3.0,"Prerequisite: Two of FMST 201, 202 or 203 or FMST 211; FMST 220 or FMST 212; or permission of the School of Cinema.",,"Prerequisite: Two of FMST 201, 202 or 203; FMST 220; or permission of the School of
Cinema. This course examines films made by women, film criticism written by women, and
the portrayal of women in films. These topics are considered within the context of film
history and with an emphasis on their relation to ideas in contemporary feminist
theory. Weekly screenings."
2096,11515,FILM DIRECTORS,FMST,331,UGRD,3.0,"Prerequisite: Two of FMST 201, 202 or 203 or FMST 211; FMST 220 or FMST 212; or permission of the School of Cinema.",,"Prerequisite: Two of FMST 201, 202 or 203; FMST 220; or permission of the School of
Cinema. This course provides a concentrated study of the work of selected major directors
of narrative, documentary and experimental cinema. Concepts and theories of authorship
are incorporated into close analysis of selected bodies of work. The films are considered
in terms of thematic and stylistic consistency and variation as well as biographical, social,
and political factors.
NOTE: Students who have received credit for FMST 321 may not take this course for
credit."
2097,11518,ASPECTS OF NATIONAL CINEMAS,FMST,335,UGRD,3.0,You must have completed a minimum amount of 24 credits.,,"An examination of films as reflections of national cultures. Films by a range of directors representing one or several national groupings such as Japan, Brazil, Eastern Europe, Great Britain, or contemporary West Germany are discussed in the context of their aesthetic, cultural, and political aspirations. Weekly screenings.
Prerequisite: Second-year standing.* 
*66 or fewer credits remaining in degree program."
2098,11538,Documentary Film of the Classical Period,FMST,336,UGRD,3.0,You must have completed a minimum amount of 24 credits.,,"This course is a cross-cultural survey of the history of the documentary film from its origins in early cinema to the emergence of direct cinema in the postwar period. Emphasis is placed on both the artistic achievement and the theoretical, cultural, and political context of nonfiction film during the first half of the 20th century. Directors studied may include Flaherty, Grierson, Lorentz, Ivens, Riefenstahl, Shub, Vertov, and Vigo.
Prerequisite: Second-year standing.
66 or fewer credits remaining in degree program.



"
2099,11547,STUDIES IN FILM GENRES,FMST,350,UGRD,3.0,"Prerequisite: Two of FMST 201, 202 or 203 or FMST 211; FMST 220 or FMST 212; or permission of the School of Cinema.",,"Prerequisite: Two of FMST 201, 202 or 203; FMST 220; or permission of the School of
Cinema. This course involves intensive analysis of one or two film genres, which assumes
previous experience in film-genre studies. The genre is discussed in terms of its structural
characteristics and the ways in which it is a product of specific social situations. Weekly
screenings."
2100,11555,Sexual Representation in Cinema,FMST,391,UGRD,3.0,for students with second-year standing (at least 24 credits completed),,"An investigation of cinematic sexual imagery as art, communication and socio-cultural phenomenon. Weekly screenings of films and videos, representing fiction, experimental and documentary genres, as well as different historical and cultural contexts, are related to theoretical readings, both classical and contemporary, by authors from Freud and the Surrealists to Foucault and recent feminist and queer theorists. Contemporary issues such as pornography, autobiography, and the HIV epidemic are confronted. Learning is interdisciplinary, interactive and group-oriented.
Prerequisite: Second-year standing or six credits in the Minor in Interdisciplinary Studies in Sexuality. 
66 or fewer credits remaining in degree program. 
NOTE: Students who have received credit for this topic under a FMST 498 number may not take this course for credit.


"
2101,11556,QUEER CINEMA I,FMST,392,UGRD,3.0,;You must have completed a minimum amount of 24 credits.,,"An interdisciplinary, cross-cultural survey of queer cinema and video. Selected phases in the historical trajectory of LGBTQ film are highlighted, both underground and mainstream, including studies of representative major artists from Jean Cocteau and Dorothy Arzner to Patricia Rozema and Derek Jarman. Problems in the depiction of sexual minorities are analyzed, and a selection of the principal aesthetic, theoretical and socio-political issues raised by queer theory and cultural production is introduced."
2102,11557,QUEER CINEMA II,FMST,393,UGRD,3.0,Prerequisite FMST 393,,"An extension of FMST 392. An in-depth focus on selected historical, aesthetic, and theoretical issues, which vary from year to year according to the expertise of faculty.
Prerequisite: FMST 392."
2103,11580,Seminar in Women and Film,FMST,409,UGRD,3.0,,,"An advanced course in the study of films made by women, as well as of the representation of women in films. The topics selected for study may vary from year to year and are considered within the context of film history, contemporary feminist philosophy, and feminist film theory. Students are expected to conduct independent research for class presentation.
Prerequisite: Written permission of the School of Cinema.




"
2104,11581,ADVANCED STUDIES FILM GENRES,FMST,411,UGRD,3.0,,,Please see UGRD Calendar
2105,11587,SEMINAR IN FILM DIRECTORS,FMST,414,UGRD,3.0,,,"A seminar for advanced students which provides for more concentrated study of the work of specific film directors. The director or directors whose films are chosen for study varies from year to year according to the instructor?s field of specialization.
Prerequisite: 18 credits in Film Studies and written permission of the School of Cinema."
2106,11592,SEMINAR IN FILM HISTORY	,FMST,416,UGRD,3.0,,,"A seminar for advanced students which provides for the study of limited and more specialized areas of film history. The areas chosen for study vary from year to year according to the instructor?s field of specialization.
Prerequisite: 18 credits in Film Studies and written permission of the School of Cinema."
2107,11600,SEMINAR IN CANADIAN CINEMA,FMST,418,UGRD,3.0,"  You must complete 1 of the following rules   Course Prerequisite: FMST214, COMS316",,"A seminar in which selected aspects of Canadian film are examined and discussed. The areas chosen for study vary from year to year according to the instructor?s field of specialization.
Prerequisite: FMST 214 or COMS 316, and written permission of the School of Cinema."
2108,11601,SEM SUR LE CINEMA QUEBECOIS,FMST,419,UGRD,3.0,"  You must complete 1 of the following rules   Course Prerequisite: FMST215, COMS316",,"Un s?minaire dans lequel des aspects s?lectifs du cin?ma qu?b?cois sont analys?s et discut?s. Les sujets d??tude choisis varient d?ann?e en ann?e selon la sp?cialisation de l?instructeur.
Pr?alable: FMST 215, ainsi que permission ?crite de l??cole de cin?ma. 
NOTE: Ce cours peut, ? l?occasion, ?tre offert en anglais. / This course may be occasionally offered in English."
2109,11603,SEMINAR IN FILM THEORY AND CRITICISM,FMST,422,UGRD,3.0,   Course Prerequisite: FMST212,,"This seminar provides an in-depth and focused engagement with discourses on cinema from different cultural traditions and theoretical perspectives. Specific topics may vary from year to year and will be placed in dialogue with a range of film and media materials.
Prerequisite: Written permission of the School of Cinema."
2110,11604,SEMINAR IN STYLISTIC AND FORMAL ANALYSIS,FMST,423,UGRD,3.0,,,"An intensive course in the analysis of film style. Films are examined using an analytical projector in order to discover their formal and thematic structures. The contribution of cinematographers, editors, scriptwriters, directors, and performers to the development of a style are discussed. Weekly screenings.
Prerequisite: Written permission of the School of Cinema."
2111,11606,SEMINAR IN FILM NARRATIVE,FMST,424,UGRD,3.0,,,"An examination of conventions of film narrative from a theoretical and historical point of view. Innovations in narrative structure are discussed and consideration is given to the origin, development, and transformation of narrative traditions in their cultural and aesthetic context.
Prerequisite: Written permission of the School of Cinema."
2112,11609,Professional Internship I,FMST,426,UGRD,3.0,You must have completed a minimum amount of 24 credits.,,"A Film Studies student who has been commissioned to work in such areas as film research, archival work, editing film publications, or writing film criticism, may seek permission to apply three credits towards the Film Studies degree program. A written proposal describing the project must be submitted prior to the work taking place in order to determine the appropriateness of the level and scope of the project. The School of Cinema must be satisfied that the work will be done under the joint supervision of a qualified professional and a full-time Cinema faculty member.
Prerequisite: Second-year standing* in the Major in Film Studies or the Specialization in Film Studies; written permission of the School of Cinema. 
*66 or fewer credits remaining in degree program."
2113,11610,Independent Study I,FMST,428,UGRD,3.0,,,"This course offers a limited number of students the opportunity to pursue advanced research under the supervision of a full-time Cinema faculty member. A written agreement between the student and the supervisor shall clearly state the nature of the student?s research, the scope of the project, and the work schedule. The study workload should be equivalent to a three-credit course in the program. Independent study may not duplicate curriculum offerings.
Prerequisite: 24 credits completed in Film Studies; written permission of the Department. A minimum cumulative GPA of 3.5 is required.




"
2114,11615,Film Studies Specialization Seminar,FMST,450,UGRD,3.0,You must have completed a minimum amount of 24 credits.,,"This intensive seminar includes workshops in research methodology, in advanced study and career planning, and in the practice of criticism, publication, preservation, and programming. The relation of film studies to filmmaking practice, the role of changing technology, and the current cultural context of the discipline are discussed by visiting experts from both within the University and the community at large. The course brings together all students in the Specialization in Film Studies.
Prerequisite: Second-year standing in the Specialization in Film Studies; written permission of the School of Cinema. 
66 or fewer credits remaining in degree program.



"
2115,11633,METHODS IN FILM STUDIES,FMST,600,GRAD,6.0,,,Please see GRAD Calendar
2116,11720,INDEPENDENT STUDY,FMST,670,GRAD,3.0,,,Please see GRAD Calendar
2117,11729,PRACTICUM,FMST,675,GRAD,3.0,,,Please see GRAD Calendar
2118,11735,PRACTICUM,FMST,680,GRAD,3.0,,,Please see GRAD Calendar
2119,11736,PRACTICUM,FMST,680A,GRAD,3.0,,,Please see GRAD Calendar
2120,11737,PRACTICUM,FMST,680B,GRAD,3.0,,,Please see GRAD Calendar
2121,11738,PRACTICUM,FMST,685,GRAD,6.0,,,Please see GRAD Calendar
2122,11743,PROSEMINAR,FMST,800,GRAD,6.0,,,Please see GRAD Calendar
2123,11756,INDEPENDENT STUDY,FMST,870,GRAD,3.0,,,Please see GRAD Calendar
